user_id,variant,country,first_exposure_ts,orders,converted,revenue_eur,bundle_orders,returned
U015153,treatment,DE,2026-04-18 02:58:25,1.0,1,19.99,0.0,0.0
U001474,treatment,IT,2026-04-18 03:32:24,0.0,0,0.0,0.0,0.0
U016812,control,DE,2026-04-18 03:50:13,0.0,0,0.0,0.0,0.0
U007624,treatment,DE,2026-04-18 04:10:28,1.0,1,63.97,0.0,0.0
U018151,treatment,DE,2026-04-18 04:24:38,0.0,0,0.0,0.0,0.0
U015518,treatment,IT,2026-04-18 04:39:03,1.0,1,29.98,1.0,0.0
U017265,treatment,DE,2026-04-18 04:40:57,0.0,0,0.0,0.0,0.0
U012560,treatment,IT,2026-04-18 04:54:14,0.0,0,0.0,0.0,0.0
U023216,treatment,IT,2026-04-18 04:57:16,0.0,0,0.0,0.0,0.0
U020705,treatment,DE,2026-04-18 05:19:49,1.0,1,14.99,0.0,0.0
U003775,control,DE,2026-04-18 05:27:02,0.0,0,0.0,0.0,0.0
U004716,control,DE,2026-04-18 05:42:51,0.0,0,0.0,0.0,0.0
U004727,treatment,IT,2026-04-18 05:56:13,0.0,0,0.0,0.0,0.0
U017357,treatment,DE,2026-04-18 05:59:05,0.0,0,0.0,0.0,0.0
U020532,control,IT,2026-04-18 06:05:30,0.0,0,0.0,0.0,0.0
U022403,treatment,DE,2026-04-18 06:30:07,0.0,0,0.0,0.0,0.0
U019654,control,DE,2026-04-18 06:55:00,0.0,0,0.0,0.0,0.0
U008074,control,IT,2026-04-18 07:08:28,1.0,1,93.97,0.0,0.0
U024085,control,DE,2026-04-18 07:10:41,0.0,0,0.0,0.0,0.0
U024081,treatment,DE,2026-04-18 07:22:54,0.0,0,0.0,0.0,0.0
U011622,treatment,IT,2026-04-18 07:33:18,0.0,0,0.0,0.0,0.0
U023101,treatment,IT,2026-04-18 07:36:15,1.0,1,39.98,0.0,0.0
U020762,treatment,DE,2026-04-18 07:51:23,1.0,1,37.73,1.0,0.0
U024401,treatment,IT,2026-04-18 07:52:52,1.0,1,35.98,0.0,0.0
U012887,control,DE,2026-04-18 08:07:08,0.0,0,0.0,0.0,0.0
U023549,control,IT,2026-04-18 08:13:41,1.0,1,46.98,0.0,0.0
U021591,treatment,DE,2026-04-18 08:14:17,1.0,1,39.99,0.0,0.0
U024402,treatment,DE,2026-04-18 08:19:32,1.0,1,84.71,1.0,0.0
U022458,treatment,DE,2026-04-18 08:55:03,1.0,1,29.99,0.0,0.0
U018890,treatment,IT,2026-04-18 09:05:15,2.0,1,279.91,2.0,0.0
U000662,control,DE,2026-04-18 09:13:29,1.0,1,29.99,0.0,0.0
U024403,control,DE,2026-04-18 09:28:35,1.0,1,21.99,0.0,0.0
U020793,control,DE,2026-04-18 09:32:44,0.0,0,0.0,0.0,0.0
U006085,control,IT,2026-04-18 09:51:36,0.0,0,0.0,0.0,0.0
U024404,treatment,IT,2026-04-18 09:52:15,1.0,1,46.98,1.0,0.0
U002874,treatment,DE,2026-04-18 09:52:18,0.0,0,0.0,0.0,0.0
U019825,control,IT,2026-04-18 10:06:07,0.0,0,0.0,0.0,0.0
U023714,control,DE,2026-04-18 10:22:08,1.0,1,99.97,0.0,0.0
U021837,treatment,DE,2026-04-18 10:25:09,1.0,1,12.99,0.0,0.0
U021635,control,DE,2026-04-18 10:25:16,0.0,0,0.0,0.0,0.0
U024405,treatment,IT,2026-04-18 10:25:38,0.0,0,0.0,0.0,0.0
U014436,control,DE,2026-04-18 10:30:28,1.0,1,39.98,0.0,0.0
U019786,control,IT,2026-04-18 10:53:13,1.0,1,53.98,0.0,0.0
U014844,control,IT,2026-04-18 11:17:22,0.0,0,0.0,0.0,0.0
U023248,control,DE,2026-04-18 11:19:00,1.0,1,49.98,0.0,0.0
U022229,control,IT,2026-04-18 11:29:59,1.0,1,24.99,0.0,0.0
U024406,treatment,DE,2026-04-18 11:58:15,1.0,1,38.98,1.0,0.0
U020724,control,IT,2026-04-18 12:02:14,1.0,1,29.99,0.0,0.0
U024407,treatment,DE,2026-04-18 12:12:45,1.0,1,36.98,1.0,0.0
U016143,control,DE,2026-04-18 12:16:38,2.0,1,37.98,0.0,0.0
U009726,treatment,DE,2026-04-18 12:23:51,1.0,1,110.97,1.0,0.0
U024408,control,DE,2026-04-18 12:38:06,1.0,1,54.97,0.0,0.0
U023872,control,DE,2026-04-18 12:40:03,1.0,1,17.99,0.0,0.0
U021207,control,DE,2026-04-18 12:43:53,0.0,0,0.0,0.0,0.0
U018165,treatment,DE,2026-04-18 12:44:15,1.0,1,53.97,0.0,0.0
U019280,treatment,IT,2026-04-18 12:45:06,0.0,0,0.0,0.0,0.0
U009415,treatment,DE,2026-04-18 12:45:14,2.0,1,224.94,0.0,0.0
U016486,treatment,DE,2026-04-18 12:47:14,2.0,1,124.96,0.0,0.0
U018105,control,IT,2026-04-18 12:50:34,1.0,1,79.97,0.0,0.0
U010988,control,DE,2026-04-18 13:02:59,0.0,0,0.0,0.0,0.0
U023327,control,DE,2026-04-18 13:13:55,0.0,0,0.0,0.0,0.0
U022423,treatment,DE,2026-04-18 13:37:18,0.0,0,0.0,0.0,0.0
U018748,control,IT,2026-04-18 13:46:48,1.0,1,37.98,0.0,0.0
U017400,control,DE,2026-04-18 13:52:56,0.0,0,0.0,0.0,0.0
U013601,treatment,IT,2026-04-18 13:55:27,0.0,0,0.0,0.0,0.0
U023793,treatment,IT,2026-04-18 14:14:13,0.0,0,0.0,0.0,0.0
U021605,control,IT,2026-04-18 14:18:10,1.0,1,59.99,0.0,0.0
U024409,control,DE,2026-04-18 14:47:58,1.0,1,26.99,0.0,0.0
U007461,treatment,DE,2026-04-18 15:00:45,0.0,0,0.0,0.0,0.0
U009203,treatment,IT,2026-04-18 15:07:51,0.0,0,0.0,0.0,0.0
U023422,treatment,DE,2026-04-18 15:09:11,0.0,0,0.0,0.0,0.0
U010375,treatment,IT,2026-04-18 15:22:31,0.0,0,0.0,0.0,0.0
U022762,treatment,IT,2026-04-18 15:29:49,0.0,0,0.0,0.0,0.0
U019681,control,IT,2026-04-18 15:40:06,0.0,0,0.0,0.0,0.0
U024410,treatment,IT,2026-04-18 15:47:34,1.0,1,26.09,0.0,0.0
U015248,control,DE,2026-04-18 15:54:47,1.0,1,116.97,0.0,0.0
U010052,control,IT,2026-04-18 16:08:00,1.0,1,76.97,0.0,0.0
U002909,treatment,DE,2026-04-18 16:48:31,1.0,1,89.71,1.0,0.0
U004282,control,IT,2026-04-18 16:51:35,0.0,0,0.0,0.0,0.0
U023587,control,IT,2026-04-18 16:58:56,1.0,1,12.99,0.0,0.0
U020108,control,IT,2026-04-18 17:08:34,3.0,1,117.93,0.0,0.0
U021066,control,DE,2026-04-18 17:16:59,0.0,0,0.0,0.0,0.0
U004598,control,DE,2026-04-18 18:02:33,0.0,0,0.0,0.0,0.0
U018988,control,DE,2026-04-18 18:03:49,0.0,0,0.0,0.0,0.0
U024412,treatment,IT,2026-04-18 18:07:14,1.0,1,44.98,0.0,0.0
U002410,control,DE,2026-04-18 18:09:43,2.0,1,99.97,0.0,0.0
U024411,control,DE,2026-04-18 18:16:27,1.0,1,39.98,0.0,0.0
U024413,treatment,IT,2026-04-18 18:23:51,1.0,1,16.19,0.0,0.0
U024414,control,DE,2026-04-18 18:29:48,1.0,1,21.99,0.0,0.0
U012008,treatment,DE,2026-04-18 18:34:20,0.0,0,0.0,0.0,0.0
U019960,treatment,DE,2026-04-18 18:39:15,1.0,1,54.98,0.0,0.0
U020498,control,IT,2026-04-18 18:40:17,2.0,1,124.96,0.0,0.0
U019807,control,IT,2026-04-18 18:50:07,0.0,0,0.0,0.0,0.0
U024416,control,DE,2026-04-18 19:10:06,1.0,1,29.99,0.0,0.0
U024415,control,IT,2026-04-18 19:10:54,1.0,1,21.99,0.0,0.0
U024417,treatment,DE,2026-04-18 19:12:39,1.0,1,49.97,0.0,0.0
U024418,treatment,DE,2026-04-18 19:23:50,1.0,1,35.98,0.0,0.0
U010504,treatment,IT,2026-04-18 19:29:54,0.0,0,0.0,0.0,0.0
U000961,control,IT,2026-04-18 19:43:32,1.0,1,59.97,0.0,0.0
U008675,control,IT,2026-04-18 20:00:10,1.0,1,28.99,0.0,0.0
U007501,control,DE,2026-04-18 20:02:46,0.0,0,0.0,0.0,0.0
U009106,treatment,IT,2026-04-18 20:07:21,0.0,0,0.0,0.0,0.0
U012839,treatment,DE,2026-04-18 20:07:31,1.0,1,24.99,0.0,1.0
U024419,treatment,DE,2026-04-18 20:10:39,1.0,1,28.78,0.0,0.0
U018404,treatment,IT,2026-04-18 20:12:02,1.0,1,66.97,0.0,0.0
U022221,control,IT,2026-04-18 20:18:34,0.0,0,0.0,0.0,0.0
U024421,treatment,IT,2026-04-18 20:32:58,1.0,1,48.98,0.0,0.0
U003095,control,DE,2026-04-18 20:36:14,2.0,1,82.96,0.0,0.0
U024420,control,IT,2026-04-18 20:46:40,1.0,1,17.99,0.0,0.0
U010355,treatment,DE,2026-04-18 20:47:39,0.0,0,0.0,0.0,0.0
U023852,control,DE,2026-04-18 20:48:23,0.0,0,0.0,0.0,0.0
U024422,treatment,IT,2026-04-18 20:51:12,1.0,1,42.98,0.0,0.0
U002679,treatment,IT,2026-04-18 20:56:56,2.0,1,153.93,0.0,0.0
U022789,treatment,IT,2026-04-18 20:59:12,0.0,0,0.0,0.0,0.0
U024423,treatment,DE,2026-04-18 21:04:15,1.0,1,26.99,0.0,0.0
U024424,treatment,IT,2026-04-18 21:12:41,1.0,1,42.27,0.0,0.0
U020099,treatment,IT,2026-04-18 21:14:00,0.0,0,0.0,0.0,0.0
U018647,control,IT,2026-04-18 21:42:22,1.0,1,23.98,0.0,1.0
U019528,treatment,IT,2026-04-18 21:50:10,0.0,0,0.0,0.0,0.0
U009562,treatment,DE,2026-04-18 22:10:48,0.0,0,0.0,0.0,0.0
U014240,treatment,IT,2026-04-18 22:11:58,0.0,0,0.0,0.0,0.0
U022174,control,DE,2026-04-18 22:12:31,0.0,0,0.0,0.0,0.0
U024425,treatment,IT,2026-04-18 22:16:09,1.0,1,19.99,0.0,0.0
U008807,treatment,IT,2026-04-18 22:22:49,0.0,0,0.0,0.0,0.0
U012402,treatment,IT,2026-04-18 22:36:19,0.0,0,0.0,0.0,0.0
U011838,control,DE,2026-04-18 22:40:57,1.0,1,19.99,0.0,0.0
U017410,treatment,DE,2026-04-18 22:43:01,1.0,1,27.73,1.0,0.0
U016378,control,DE,2026-04-18 22:47:31,1.0,1,19.99,0.0,0.0
U002690,control,DE,2026-04-18 22:56:59,1.0,1,21.99,0.0,0.0
U016947,treatment,IT,2026-04-18 23:41:24,1.0,1,31.98,1.0,0.0
U020710,treatment,IT,2026-04-18 23:44:19,0.0,0,0.0,0.0,0.0
U024426,treatment,DE,2026-04-18 23:51:50,1.0,1,55.92,1.0,0.0
U019710,control,IT,2026-04-18 23:59:08,0.0,0,0.0,0.0,0.0
U011141,treatment,DE,2026-04-19 00:06:03,0.0,0,0.0,0.0,0.0
U023546,control,DE,2026-04-19 00:11:30,0.0,0,0.0,0.0,0.0
U015308,control,IT,2026-04-19 00:12:24,0.0,0,0.0,0.0,0.0
U015864,treatment,DE,2026-04-19 00:12:44,1.0,1,30.73,1.0,0.0
U020783,control,IT,2026-04-19 00:17:11,1.0,1,12.99,0.0,0.0
U012425,treatment,DE,2026-04-19 00:22:25,1.0,1,95.97,0.0,0.0
U023779,treatment,IT,2026-04-19 00:35:00,1.0,1,59.98,0.0,0.0
U021828,treatment,IT,2026-04-19 00:45:57,0.0,0,0.0,0.0,0.0
U019784,control,DE,2026-04-19 00:53:10,0.0,0,0.0,0.0,0.0
U007879,control,IT,2026-04-19 01:11:22,1.0,1,43.98,0.0,0.0
U019745,control,IT,2026-04-19 01:12:24,0.0,0,0.0,0.0,0.0
U015590,treatment,DE,2026-04-19 01:31:16,0.0,0,0.0,0.0,0.0
U006877,treatment,DE,2026-04-19 01:33:40,2.0,1,28.48,0.0,0.0
U023983,treatment,DE,2026-04-19 01:40:03,0.0,0,0.0,0.0,0.0
U016302,treatment,DE,2026-04-19 01:40:53,1.0,1,24.99,0.0,0.0
U011474,control,DE,2026-04-19 01:42:18,1.0,1,39.98,0.0,0.0
U024427,treatment,IT,2026-04-19 01:52:52,1.0,1,46.97,0.0,0.0
U015630,treatment,DE,2026-04-19 01:57:23,0.0,0,0.0,0.0,0.0
U017661,control,DE,2026-04-19 01:58:22,1.0,1,79.96,0.0,0.0
U021933,treatment,IT,2026-04-19 02:09:31,1.0,1,14.99,0.0,0.0
U011586,treatment,DE,2026-04-19 02:09:51,0.0,0,0.0,0.0,0.0
U012631,treatment,IT,2026-04-19 02:17:55,0.0,0,0.0,0.0,0.0
U011659,control,DE,2026-04-19 02:28:11,0.0,0,0.0,0.0,0.0
U015166,treatment,DE,2026-04-19 02:44:55,0.0,0,0.0,0.0,0.0
U003065,control,DE,2026-04-19 02:54:13,1.0,1,28.99,0.0,0.0
U024428,control,IT,2026-04-19 03:12:47,1.0,1,19.79,0.0,0.0
U021225,treatment,DE,2026-04-19 03:20:27,1.0,1,34.98,0.0,0.0
U016088,control,IT,2026-04-19 03:26:37,0.0,0,0.0,0.0,0.0
U018830,treatment,DE,2026-04-19 03:38:16,0.0,0,0.0,0.0,0.0
U009365,control,DE,2026-04-19 03:41:45,1.0,1,34.98,0.0,0.0
U019626,control,IT,2026-04-19 03:45:30,0.0,0,0.0,0.0,0.0
U007628,treatment,IT,2026-04-19 03:45:47,1.0,1,53.99,0.0,0.0
U023884,treatment,DE,2026-04-19 03:47:54,0.0,0,0.0,0.0,0.0
U018488,treatment,DE,2026-04-19 03:55:02,0.0,0,0.0,0.0,0.0
U016523,control,DE,2026-04-19 04:02:08,0.0,0,0.0,0.0,0.0
U010772,control,DE,2026-04-19 04:13:42,0.0,0,0.0,0.0,0.0
U012817,control,IT,2026-04-19 04:15:53,1.0,1,182.95,0.0,0.0
U024142,treatment,DE,2026-04-19 04:18:03,0.0,0,0.0,0.0,0.0
U019895,control,IT,2026-04-19 04:28:08,0.0,0,0.0,0.0,0.0
U012185,treatment,IT,2026-04-19 04:35:34,1.0,1,12.99,0.0,0.0
U005347,control,IT,2026-04-19 04:51:24,0.0,0,0.0,0.0,0.0
U010367,treatment,IT,2026-04-19 04:55:03,0.0,0,0.0,0.0,0.0
U002687,control,DE,2026-04-19 05:00:29,0.0,0,0.0,0.0,0.0
U012548,control,DE,2026-04-19 05:04:11,0.0,0,0.0,0.0,0.0
U006949,treatment,IT,2026-04-19 05:04:43,0.0,0,0.0,0.0,0.0
U020489,treatment,DE,2026-04-19 05:28:05,1.0,1,70.98,1.0,0.0
U013891,control,DE,2026-04-19 05:39:53,0.0,0,0.0,0.0,0.0
U020937,treatment,DE,2026-04-19 05:40:33,0.0,0,0.0,0.0,0.0
U016563,treatment,DE,2026-04-19 05:49:25,1.0,1,29.98,0.0,1.0
U017362,control,IT,2026-04-19 05:59:51,0.0,0,0.0,0.0,0.0
U019881,treatment,IT,2026-04-19 06:03:36,0.0,0,0.0,0.0,0.0
U014059,treatment,DE,2026-04-19 06:33:43,2.0,1,85.95,0.0,0.0
U024429,control,IT,2026-04-19 06:54:56,1.0,1,26.98,0.0,0.0
U024430,treatment,DE,2026-04-19 06:55:49,1.0,1,53.97,0.0,0.0
U000372,control,DE,2026-04-19 07:10:00,3.0,1,362.89,0.0,0.0
U020595,treatment,DE,2026-04-19 07:16:46,2.0,1,60.97,1.0,0.0
U024138,control,DE,2026-04-19 07:25:42,0.0,0,0.0,0.0,0.0
U007730,treatment,DE,2026-04-19 07:31:23,0.0,0,0.0,0.0,0.0
U000269,control,IT,2026-04-19 07:41:09,1.0,1,64.98,0.0,0.0
U022031,control,DE,2026-04-19 07:48:15,0.0,0,0.0,0.0,0.0
U024431,control,DE,2026-04-19 08:07:44,1.0,1,51.27,0.0,0.0
U021823,control,DE,2026-04-19 08:14:39,1.0,1,100.96,0.0,0.0
U023185,control,DE,2026-04-19 08:16:20,0.0,0,0.0,0.0,0.0
U024432,treatment,DE,2026-04-19 08:35:30,1.0,1,53.98,0.0,0.0
U005227,control,DE,2026-04-19 08:48:39,0.0,0,0.0,0.0,0.0
U013282,control,DE,2026-04-19 08:53:42,0.0,0,0.0,0.0,0.0
U009640,treatment,DE,2026-04-19 08:54:18,2.0,1,221.94,0.0,0.0
U024433,control,IT,2026-04-19 09:09:45,2.0,1,39.98,0.0,0.0
U022039,treatment,IT,2026-04-19 09:16:33,0.0,0,0.0,0.0,0.0
U018432,control,DE,2026-04-19 09:17:09,0.0,0,0.0,0.0,0.0
U001762,treatment,DE,2026-04-19 09:21:27,3.0,1,373.38,2.0,0.0
U017611,treatment,DE,2026-04-19 09:25:35,0.0,0,0.0,0.0,0.0
U023177,treatment,DE,2026-04-19 09:31:48,0.0,0,0.0,0.0,0.0
U015905,treatment,DE,2026-04-19 09:39:55,1.0,1,29.99,0.0,0.0
U017781,control,IT,2026-04-19 09:51:50,0.0,0,0.0,0.0,0.0
U012079,control,DE,2026-04-19 09:55:40,0.0,0,0.0,0.0,0.0
U022809,treatment,DE,2026-04-19 09:59:32,0.0,0,0.0,0.0,0.0
U015472,control,DE,2026-04-19 10:02:59,1.0,1,12.99,0.0,0.0
U024434,control,IT,2026-04-19 10:08:39,1.0,1,26.99,0.0,0.0
U018212,control,DE,2026-04-19 10:12:09,1.0,1,59.98,0.0,0.0
U019704,control,IT,2026-04-19 10:16:17,2.0,1,194.95,0.0,0.0
U014753,treatment,DE,2026-04-19 10:16:53,0.0,0,0.0,0.0,0.0
U022559,treatment,DE,2026-04-19 10:22:20,0.0,0,0.0,0.0,0.0
U023862,treatment,DE,2026-04-19 10:24:22,0.0,0,0.0,0.0,0.0
U024435,control,DE,2026-04-19 10:39:54,1.0,1,21.99,0.0,0.0
U013611,control,IT,2026-04-19 10:47:53,1.0,1,19.99,0.0,0.0
U024436,control,DE,2026-04-19 10:48:38,1.0,1,42.28,0.0,0.0
U012174,control,DE,2026-04-19 11:14:54,0.0,0,0.0,0.0,0.0
U017891,control,IT,2026-04-19 11:19:13,0.0,0,0.0,0.0,0.0
U022624,treatment,DE,2026-04-19 11:24:12,0.0,0,0.0,0.0,0.0
U024437,treatment,IT,2026-04-19 11:34:15,1.0,1,14.39,0.0,0.0
U024209,control,DE,2026-04-19 11:37:15,1.0,1,37.98,0.0,0.0
U001136,treatment,DE,2026-04-19 11:42:05,0.0,0,0.0,0.0,0.0
U024438,treatment,DE,2026-04-19 11:43:53,1.0,1,33.18,1.0,0.0
U012861,treatment,DE,2026-04-19 11:46:49,0.0,0,0.0,0.0,0.0
U024439,treatment,DE,2026-04-19 12:09:55,1.0,1,41.98,0.0,0.0
U022160,control,DE,2026-04-19 12:15:39,0.0,0,0.0,0.0,0.0
U008943,control,DE,2026-04-19 12:17:56,2.0,1,69.97,0.0,0.0
U023864,control,DE,2026-04-19 12:20:32,1.0,1,25.98,0.0,0.0
U024440,control,DE,2026-04-19 12:26:27,1.0,1,41.98,0.0,0.0
U003796,control,IT,2026-04-19 12:53:35,0.0,0,0.0,0.0,0.0
U017559,treatment,IT,2026-04-19 12:59:42,3.0,1,203.94,0.0,0.0
U010229,control,IT,2026-04-19 13:02:32,0.0,0,0.0,0.0,0.0
U006397,treatment,DE,2026-04-19 13:04:59,0.0,0,0.0,0.0,0.0
U021892,control,IT,2026-04-19 13:08:16,0.0,0,0.0,0.0,0.0
U021928,control,IT,2026-04-19 13:10:02,0.0,0,0.0,0.0,0.0
U014978,treatment,IT,2026-04-19 13:12:40,0.0,0,0.0,0.0,0.0
U024441,treatment,IT,2026-04-19 13:16:54,1.0,1,70.97,1.0,0.0
U019847,treatment,DE,2026-04-19 13:22:16,2.0,1,80.96,1.0,0.0
U024442,control,DE,2026-04-19 13:35:02,1.0,1,43.98,0.0,0.0
U024443,treatment,DE,2026-04-19 14:03:54,1.0,1,31.48,0.0,1.0
U019834,treatment,IT,2026-04-19 14:07:32,1.0,1,43.98,0.0,0.0
U011795,treatment,DE,2026-04-19 14:30:30,0.0,0,0.0,0.0,0.0
U004570,treatment,IT,2026-04-19 14:51:11,0.0,0,0.0,0.0,0.0
U024444,control,DE,2026-04-19 14:59:43,1.0,1,11.69,0.0,0.0
U011704,control,IT,2026-04-19 15:00:14,0.0,0,0.0,0.0,0.0
U016182,control,DE,2026-04-19 15:00:57,2.0,1,111.96,0.0,0.0
U019516,treatment,DE,2026-04-19 15:05:07,0.0,0,0.0,0.0,0.0
U022083,control,IT,2026-04-19 15:26:25,0.0,0,0.0,0.0,0.0
U016581,treatment,IT,2026-04-19 15:28:14,0.0,0,0.0,0.0,0.0
U024445,treatment,IT,2026-04-19 15:50:22,1.0,1,34.98,0.0,0.0
U018053,treatment,DE,2026-04-19 15:51:16,0.0,0,0.0,0.0,0.0
U023237,control,IT,2026-04-19 15:51:56,2.0,1,32.98,0.0,0.0
U024446,control,IT,2026-04-19 16:13:18,1.0,1,12.99,0.0,0.0
U020287,treatment,IT,2026-04-19 16:34:20,0.0,0,0.0,0.0,0.0
U013494,control,DE,2026-04-19 16:45:46,1.0,1,29.98,0.0,0.0
U023208,treatment,IT,2026-04-19 16:49:50,0.0,0,0.0,0.0,0.0
U016142,control,DE,2026-04-19 16:56:04,0.0,0,0.0,0.0,0.0
U000443,treatment,DE,2026-04-19 17:10:33,1.0,1,69.98,0.0,0.0
U012805,control,DE,2026-04-19 17:18:33,1.0,1,44.98,0.0,0.0
U015532,control,DE,2026-04-19 17:18:43,2.0,1,183.44,0.0,0.0
U013561,treatment,DE,2026-04-19 17:20:43,0.0,0,0.0,0.0,0.0
U007578,treatment,DE,2026-04-19 17:20:52,1.0,1,146.96,0.0,0.0
U024447,treatment,IT,2026-04-19 17:39:16,1.0,1,46.98,0.0,0.0
U022344,treatment,IT,2026-04-19 17:57:43,0.0,0,0.0,0.0,0.0
U011193,control,IT,2026-04-19 18:06:03,2.0,1,98.96,0.0,0.0
U024448,control,IT,2026-04-19 18:09:13,1.0,1,21.99,0.0,0.0
U024449,treatment,IT,2026-04-19 18:27:42,1.0,1,33.98,1.0,0.0
U024450,treatment,DE,2026-04-19 18:31:52,1.0,1,31.98,0.0,0.0
U009960,treatment,IT,2026-04-19 18:33:40,0.0,0,0.0,0.0,0.0
U024451,control,DE,2026-04-19 18:36:21,1.0,1,17.99,0.0,0.0
U012228,treatment,DE,2026-04-19 18:50:33,0.0,0,0.0,0.0,0.0
U024452,control,DE,2026-04-19 18:57:20,1.0,1,53.97,0.0,0.0
U024454,control,DE,2026-04-19 18:57:40,1.0,1,19.99,0.0,0.0
U024453,control,IT,2026-04-19 19:00:10,1.0,1,53.07,0.0,0.0
U015684,control,IT,2026-04-19 19:01:23,0.0,0,0.0,0.0,0.0
U002509,control,DE,2026-04-19 19:02:01,1.0,1,134.96,0.0,0.0
U004286,treatment,DE,2026-04-19 19:14:43,1.0,1,44.99,0.0,0.0
U024455,treatment,DE,2026-04-19 19:20:36,2.0,1,68.27,1.0,0.0
U012259,control,IT,2026-04-19 19:21:20,0.0,0,0.0,0.0,0.0
U024457,control,DE,2026-04-19 19:38:30,1.0,1,39.58,0.0,0.0
U024456,treatment,DE,2026-04-19 19:42:48,3.0,1,163.45,0.0,0.0
U011546,control,IT,2026-04-19 19:47:07,0.0,0,0.0,0.0,0.0
U022556,control,DE,2026-04-19 19:48:22,1.0,1,46.98,0.0,0.0
U024459,control,DE,2026-04-19 19:52:42,1.0,1,26.99,0.0,0.0
U024458,treatment,DE,2026-04-19 19:52:50,1.0,1,27.73,1.0,0.0
U023954,treatment,DE,2026-04-19 19:55:55,2.0,1,34.98,0.0,0.0
U018948,control,DE,2026-04-19 19:58:53,1.0,1,47.98,0.0,0.0
U023156,treatment,DE,2026-04-19 19:59:22,1.0,1,29.98,1.0,0.0
U016813,treatment,DE,2026-04-19 19:59:41,0.0,0,0.0,0.0,0.0
U008597,control,DE,2026-04-19 20:10:20,0.0,0,0.0,0.0,0.0
U024460,treatment,IT,2026-04-19 20:29:22,1.0,1,31.98,0.0,0.0
U017912,control,DE,2026-04-19 20:31:46,0.0,0,0.0,0.0,0.0
U024461,treatment,DE,2026-04-19 20:33:31,1.0,1,43.98,0.0,0.0
U014727,control,IT,2026-04-19 20:38:26,0.0,0,0.0,0.0,0.0
U022226,control,DE,2026-04-19 20:39:07,0.0,0,0.0,0.0,0.0
U024462,treatment,DE,2026-04-19 20:41:57,3.0,1,95.96,0.0,0.0
U023532,control,DE,2026-04-19 20:48:10,0.0,0,0.0,0.0,0.0
U001663,treatment,DE,2026-04-19 20:50:41,0.0,0,0.0,0.0,0.0
U015388,control,DE,2026-04-19 20:59:13,1.0,1,14.99,0.0,0.0
U024463,treatment,DE,2026-04-19 21:05:40,1.0,1,29.98,0.0,0.0
U020357,control,DE,2026-04-19 21:25:26,2.0,1,61.97,0.0,0.0
U023015,control,DE,2026-04-19 21:32:39,0.0,0,0.0,0.0,0.0
U018614,control,IT,2026-04-19 21:34:12,0.0,0,0.0,0.0,0.0
U023458,treatment,DE,2026-04-19 21:51:10,1.0,1,39.99,0.0,0.0
U024464,control,IT,2026-04-19 21:53:15,1.0,1,29.98,0.0,0.0
U021702,control,IT,2026-04-19 22:05:59,0.0,0,0.0,0.0,0.0
U019859,treatment,IT,2026-04-19 22:11:28,1.0,1,30.98,0.0,0.0
U005280,control,DE,2026-04-19 22:13:02,0.0,0,0.0,0.0,0.0
U023296,control,DE,2026-04-19 22:20:47,0.0,0,0.0,0.0,0.0
U019845,control,DE,2026-04-19 22:34:23,0.0,0,0.0,0.0,0.0
U024465,treatment,DE,2026-04-19 22:44:07,1.0,1,19.99,0.0,0.0
U021915,control,DE,2026-04-19 22:50:27,0.0,0,0.0,0.0,0.0
U021809,treatment,DE,2026-04-19 22:56:09,0.0,0,0.0,0.0,0.0
U021537,treatment,DE,2026-04-19 23:17:10,1.0,1,29.98,0.0,0.0
U024466,treatment,IT,2026-04-19 23:25:15,1.0,1,67.27,1.0,0.0
U018544,control,DE,2026-04-19 23:30:44,0.0,0,0.0,0.0,0.0
U023577,control,IT,2026-04-19 23:34:08,0.0,0,0.0,0.0,0.0
U024467,control,DE,2026-04-19 23:35:10,1.0,1,26.99,0.0,0.0
U006723,treatment,DE,2026-04-19 23:59:26,0.0,0,0.0,0.0,0.0
U009286,control,DE,2026-04-20 00:06:32,0.0,0,0.0,0.0,0.0
U013273,treatment,IT,2026-04-20 00:13:48,0.0,0,0.0,0.0,0.0
U023235,treatment,IT,2026-04-20 00:17:23,0.0,0,0.0,0.0,0.0
U019446,treatment,IT,2026-04-20 00:24:39,1.0,1,54.98,0.0,0.0
U015542,treatment,IT,2026-04-20 00:27:52,1.0,1,80.97,0.0,0.0
U009068,treatment,DE,2026-04-20 00:44:45,0.0,0,0.0,0.0,0.0
U023578,treatment,IT,2026-04-20 00:46:58,0.0,0,0.0,0.0,0.0
U017692,treatment,IT,2026-04-20 01:05:17,2.0,1,26.98,0.0,0.0
U010738,control,IT,2026-04-20 01:06:36,0.0,0,0.0,0.0,0.0
U011807,treatment,DE,2026-04-20 01:32:28,2.0,1,260.93,0.0,0.0
U019687,treatment,IT,2026-04-20 01:50:57,1.0,1,21.99,0.0,0.0
U016677,treatment,DE,2026-04-20 01:57:54,1.0,1,59.98,0.0,0.0
U023773,control,DE,2026-04-20 02:09:36,0.0,0,0.0,0.0,0.0
U015932,control,IT,2026-04-20 02:28:33,0.0,0,0.0,0.0,0.0
U019864,control,DE,2026-04-20 02:55:39,0.0,0,0.0,0.0,0.0
U021865,treatment,DE,2026-04-20 03:00:18,1.0,1,32.98,0.0,0.0
U002429,control,DE,2026-04-20 03:06:00,1.0,1,68.97,0.0,0.0
