user_id,cluster,recency_days,frequency,monetary,aov,discount_share,accessory_share,sessions_90d,tenure_days,cluster_role,pc1,pc2
U001584,2,222,4,146.93,36.7325,0.0,0.3742,7.0,687,핵심 고객,2.484,1.1579
U001585,0,567,4,110.94,27.735,0.0,0.1351,0.0,687,휴면·이탈 위험,0.5989,1.9099
U001586,0,687,1,19.99,19.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.6099,0.9875
U001587,0,687,1,40.48,40.48,1.0,0.0,0.0,687,휴면·이탈 위험,-1.1963,1.1687
U001588,0,687,1,41.98,41.98,0.0,0.0,0.0,687,휴면·이탈 위험,-0.7358,1.4026
U001589,0,687,1,35.08,35.08,1.0,0.0,0.0,687,휴면·이탈 위험,-1.3664,1.0879
U001590,0,529,2,66.97,33.485,0.0,0.3732,0.0,687,휴면·이탈 위험,0.4509,1.7772
U001591,0,687,1,32.98,32.98,0.0,0.0,0.0,687,휴면·이탈 위험,-1.0224,1.2665
U001592,0,687,1,17.99,17.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.7321,0.9295
U001593,0,687,1,31.98,31.98,0.0,0.0,0.0,687,휴면·이탈 위험,-1.0588,1.2492
U001594,0,687,1,31.98,31.98,0.0,0.4687,0.0,687,휴면·이탈 위험,-0.2049,1.6075
U001595,0,687,1,17.99,17.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.7321,0.9295
U001596,0,595,3,70.97,23.6567,0.3333,0.5071,0.0,687,휴면·이탈 위험,0.5835,1.8888
U001597,0,449,3,107.95,35.9833,0.0,0.2037,0.0,687,휴면·이탈 위험,0.7393,1.8354
U001598,0,687,1,37.98,37.98,0.0,0.0,0.0,687,휴면·이탈 위험,-0.855,1.346
U001599,2,607,4,178.93,49.73,0.25,0.4623,0.0,687,핵심 고객,1.7278,2.4479
U001600,0,687,1,34.18,34.18,1.0,0.0,0.0,687,휴면·이탈 위험,-1.3972,1.0732
U001601,0,687,1,26.09,26.09,1.0,0.0,0.0,687,휴면·이탈 위험,-1.7159,0.9219
U001602,0,687,1,17.99,17.99,1.0,0.0,0.0,687,휴면·이탈 위험,-2.1492,0.7161
U001603,0,687,1,41.98,41.98,0.0,0.0,0.0,687,휴면·이탈 위험,-0.7358,1.4026
U001604,2,341,5,144.94,36.904,0.2,0.1083,0.0,687,핵심 고객,1.1206,1.8597
U001605,0,687,1,16.99,16.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.798,0.8981
U001606,0,687,1,21.99,21.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.4989,1.0402
U001607,0,687,1,31.48,31.48,1.0,0.0,0.0,687,휴면·이탈 위험,-1.4946,1.027
U001608,0,687,1,30.98,30.98,0.0,0.0,0.0,687,휴면·이탈 위험,-1.0964,1.2314
U001609,0,687,1,17.99,17.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.7321,0.9295
U001610,0,687,1,43.18,43.18,1.0,0.0,0.0,687,휴면·이탈 위험,-1.1193,1.2052
U001611,0,687,1,26.99,26.99,0.0,0.0,0.0,687,휴면·이탈 위험,-1.2589,1.1542
U001612,2,0,14,745.71,76.8286,0.0714,0.7658,17.0,686,핵심 고객,7.2945,-0.1685
U001613,2,41,13,373.99,28.7685,0.1538,0.3822,22.0,686,핵심 고객,4.5849,0.6282
U001614,2,627,2,83.25,41.625,0.5,0.6002,0.0,686,핵심 고객,0.8728,2.0445
U001615,0,686,1,34.98,34.98,0.0,0.0,0.0,686,휴면·이탈 위험,-0.9521,1.298
U001616,2,291,2,78.45,39.225,0.5,0.6331,0.0,686,핵심 고객,1.056,1.6837
U001617,0,549,2,17.99,27.985,0.5,0.0,0.0,686,휴면·이탈 위험,-1.1159,1.0727
U001618,2,12,17,1194.58,70.2694,0.0,0.7222,21.0,686,핵심 고객,6.996,1.0824
U001619,2,686,1,62.98,62.98,0.0,0.7144,0.0,686,핵심 고객,1.0513,2.1775
U001620,0,686,1,0.0,34.98,0.0,0.0,0.0,686,휴면·이탈 위험,-2.4398,0.5564
U001621,0,686,1,17.99,17.99,1.0,0.0,0.0,686,휴면·이탈 위험,-2.1487,0.7145
U001622,0,686,1,60.28,60.28,1.0,0.6717,0.0,686,휴면·이탈 위험,0.5039,1.9066
U001623,0,630,2,27.98,13.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.2971,1.0846
U001624,2,251,5,236.88,47.376,0.0,0.3713,0.0,686,핵심 고객,2.1597,2.1539
U001625,2,685,2,118.26,59.13,0.5,0.7186,0.0,686,핵심 고객,1.4871,2.3756
U001626,2,566,2,179.96,89.98,0.0,0.6667,0.0,686,핵심 고객,2.1557,2.5955
U001627,0,686,1,68.97,68.97,0.0,0.0,0.0,686,휴면·이탈 위험,-0.1409,1.6833
U001628,0,277,2,45.73,22.865,0.5,0.4098,0.0,686,휴면·이탈 위험,0.0212,1.1861
U001629,2,51,4,129.69,32.4225,0.25,0.4066,3.0,686,핵심 고객,2.3665,0.609
U001630,2,566,4,138.15,34.5375,0.25,0.2533,0.0,686,핵심 고객,0.9717,2.0693
U001631,2,466,6,343.62,57.27,0.1667,0.2037,0.0,686,핵심 고객,2.0945,2.4947
U001632,2,311,3,169.94,56.6467,0.0,0.4412,0.0,686,핵심 고객,1.8091,2.106
U001633,0,686,1,36.98,36.98,0.0,0.0,0.0,686,휴면·이탈 위험,-0.8862,1.3294
U001634,0,686,1,28.99,28.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.1742,1.1925
U001635,2,230,3,96.15,32.05,0.3333,0.4678,0.0,686,핵심 고객,1.1126,1.5929
U001636,2,165,8,242.88,30.36,0.0,0.4939,0.0,686,핵심 고객,2.5781,2.0958
U001637,0,686,1,35.98,35.98,1.0,0.0,0.0,686,휴면·이탈 위험,-1.3358,1.1005
U001638,0,686,1,17.99,17.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.7316,0.9279
U001639,0,686,1,13.99,13.99,0.0,0.0,0.0,686,휴면·이탈 위험,-2.0201,0.7909
U001640,0,686,1,44.08,44.08,1.0,0.0,0.0,686,휴면·이탈 위험,-1.0943,1.2153
U001641,0,686,1,28.99,28.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.1742,1.1925
U001642,0,686,1,36.98,36.98,0.0,0.0,0.0,686,휴면·이탈 위험,-0.8862,1.3294
U001643,0,686,1,0.0,36.98,0.0,0.0,0.0,686,휴면·이탈 위험,-2.3963,0.5766
U001644,2,106,9,339.34,37.7044,0.1111,0.4242,13.0,686,핵심 고객,4.0487,1.1727
U001645,0,686,1,32.98,32.98,0.0,0.0,0.0,686,휴면·이탈 위험,-1.0219,1.2649
U001646,2,605,3,98.97,32.99,0.0,0.4546,0.0,686,핵심 고객,1.0174,2.114
U001647,0,686,1,29.99,29.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.1342,1.2115
U001648,0,686,1,12.99,12.99,0.0,0.0,0.0,686,휴면·이탈 위험,-2.1043,0.7509
U001649,2,149,7,262.87,37.5529,0.1429,0.346,9.0,686,핵심 고객,3.3212,1.2067
U001650,0,686,1,26.98,26.98,0.0,0.0,0.0,686,휴면·이탈 위험,-1.2589,1.1524
U001651,0,686,1,16.99,16.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.7975,0.8965
U001652,0,686,1,13.99,13.99,0.0,0.0,0.0,686,휴면·이탈 위험,-2.0201,0.7909
U001653,0,686,1,29.98,29.98,0.0,0.0,0.0,686,휴면·이탈 위험,-1.1346,1.2114
U001654,0,672,2,59.97,29.985,0.0,0.5001,0.0,686,휴면·이탈 위험,0.4905,1.9208
U001655,0,686,1,17.99,17.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.7316,0.9279
U001656,0,686,1,26.99,26.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.2584,1.1526
U001657,0,568,2,68.36,34.18,1.0,0.5263,0.0,686,휴면·이탈 위험,0.3194,1.7242
U001658,2,407,6,229.9,44.405,0.1667,0.3602,0.0,686,핵심 고객,2.0469,2.3764
U001659,0,686,1,0.0,52.17,1.0,0.5173,0.0,686,휴면·이탈 위험,-1.6003,0.8839
U001660,0,686,1,29.99,29.99,0.0,0.0,0.0,686,휴면·이탈 위험,-1.1342,1.2115
U001661,2,404,8,291.88,36.485,0.0,0.4795,0.0,685,핵심 고객,2.5455,2.5985
U001662,2,508,4,124.13,31.0325,0.25,0.2416,0.0,685,핵심 고객,0.8503,1.9491
U001663,2,68,8,333.12,41.64,0.125,0.4141,9.0,685,핵심 고객,3.953,1.0479
U001664,0,522,2,58.97,29.485,0.0,0.3729,0.0,685,휴면·이탈 위험,0.3029,1.6972
U001665,0,685,1,32.38,32.38,1.0,0.0,0.0,685,휴면·이탈 위험,-1.4603,1.0396
U001666,0,685,1,11.99,11.99,0.0,0.0,0.0,685,휴면·이탈 위험,-2.1942,0.7063
U001667,0,489,4,89.95,22.4875,0.0,0.0,0.0,685,휴면·이탈 위험,0.142,1.6187
U001668,2,549,4,118.94,29.735,0.0,0.2184,0.0,685,핵심 고객,0.8419,1.9962
U001669,0,685,1,33.28,33.28,1.0,0.0,0.0,685,휴면·이탈 위험,-1.4278,1.055
U001670,0,685,1,16.99,16.99,0.0,0.0,0.0,685,휴면·이탈 위험,-1.7971,0.8949
U001671,0,685,1,44.98,44.98,0.0,0.0,0.0,685,휴면·이탈 위험,-0.6525,1.4385
U001672,0,685,1,38.68,38.68,1.0,0.0,0.0,685,휴면·이탈 위험,-1.2494,1.1397
U001673,0,678,2,67.27,33.635,0.5,0.3715,0.0,685,휴면·이탈 위험,0.1821,1.7838
U001674,0,685,1,21.99,21.99,0.0,0.0,0.0,685,휴면·이탈 위험,-1.4979,1.037
U001675,0,685,1,0.0,25.99,0.0,0.0,0.0,685,휴면·이탈 위험,-2.6706,0.4478
U001676,2,173,10,280.88,38.884,0.0,0.7353,1.0,685,핵심 고객,3.7638,2.2965
U001677,2,528,5,120.96,40.532,0.2,0.3699,0.0,685,핵심 고객,1.4857,2.2553
U001678,0,685,1,22.49,22.49,1.0,0.0,0.0,685,휴면·이탈 위험,-1.8888,0.8361
U001679,0,667,2,32.98,16.49,0.5,0.0,0.0,685,휴면·이탈 위험,-1.3298,1.0936
U001680,0,685,1,19.99,19.99,0.0,0.0,0.0,685,휴면·이탈 위험,-1.6089,0.9842
U001681,0,536,2,36.98,18.49,0.0,0.0,0.0,685,휴면·이탈 위험,-0.9326,1.1632
U001682,0,685,1,24.99,24.99,0.0,0.0,0.0,685,휴면·이탈 위험,-1.3484,1.108
U001683,0,685,1,16.19,16.19,1.0,0.0,0.0,685,휴면·이탈 위험,-2.2697,0.6552
U001684,0,685,1,26.09,26.09,1.0,0.0,0.0,685,휴면·이탈 위험,-1.7149,0.9187
U001685,0,685,1,19.79,19.79,1.0,0.0,0.0,685,휴면·이탈 위험,-2.0377,0.7653
U001686,0,685,1,17.99,17.99,0.0,0.0,0.0,685,휴면·이탈 위험,-1.7311,0.9262
U001687,0,685,1,33.98,33.98,0.0,0.0,0.0,685,휴면·이탈 위험,-0.986,1.2801
U001688,0,685,1,44.08,44.08,1.0,0.0,0.0,685,휴면·이탈 위험,-1.0938,1.2136
U001689,2,489,6,398.83,66.4717,0.1667,0.5288,0.0,685,핵심 고객,2.8545,2.8498
U001690,0,685,1,37.78,37.78,1.0,0.0,0.0,685,휴면·이탈 위험,-1.2774,1.1264
U001691,0,628,2,80.96,40.48,0.0,0.3087,0.0,685,휴면·이탈 위험,0.5166,1.9123
U001692,0,685,1,26.09,26.09,1.0,0.0,0.0,685,휴면·이탈 위험,-1.7149,0.9187
U001693,0,685,1,24.99,24.99,0.0,0.0,0.0,685,휴면·이탈 위험,-1.3484,1.108
U001694,0,581,2,49.98,24.99,0.0,0.0,0.0,685,휴면·이탈 위험,-0.5993,1.3683
U001695,0,685,1,35.98,35.98,1.0,0.0,0.0,685,휴면·이탈 위험,-1.3353,1.0989
U001696,0,685,1,25.98,25.98,0.0,0.0,0.0,685,휴면·이탈 위험,-1.3028,1.1297
U001697,2,449,6,152.72,25.4533,0.1667,0.5367,0.0,684,핵심 고객,1.7403,2.2692
U001698,2,641,2,91.94,45.97,0.0,0.5218,0.0,684,핵심 고객,1.0519,2.1559
U001699,0,684,1,21.99,21.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.4975,1.0353
U001700,0,684,1,46.98,46.98,0.0,0.0,0.0,684,휴면·이탈 위험,-0.6001,1.4615
U001701,0,684,1,36.98,36.98,0.0,0.0,0.0,684,휴면·이탈 위험,-0.8852,1.3261
U001702,2,105,5,107.94,21.588,0.0,0.2407,7.0,684,핵심 고객,2.0822,0.5448
U001703,0,599,3,92.95,36.98,0.0,0.2253,0.0,684,휴면·이탈 위험,0.6659,1.9607
U001704,2,130,16,1315.04,82.19,0.125,0.7214,1.0,684,핵심 고객,5.4489,2.9312
U001705,0,684,1,24.29,24.29,1.0,0.0,0.0,684,휴면·이탈 위험,-1.7983,0.8772
U001706,0,684,1,27.98,27.98,0.0,0.0,0.0,684,휴면·이탈 위험,-1.215,1.1695
U001707,0,684,1,26.98,26.98,0.0,0.0,0.0,684,휴면·이탈 위험,-1.2579,1.1491
U001708,0,684,1,26.99,26.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.2574,1.1493
U001709,0,684,1,46.98,46.98,0.0,0.4255,0.0,684,휴면·이탈 위험,0.175,1.7868
U001710,0,684,1,16.99,16.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.7966,0.8933
U001711,0,684,1,11.69,11.69,1.0,0.0,0.0,684,휴면·이탈 위험,-2.6394,0.4778
U001712,0,622,2,48.58,24.29,1.0,0.4629,0.0,684,휴면·이탈 위험,-0.2237,1.5233
U001713,0,684,1,36.98,36.98,0.0,0.0,0.0,684,휴면·이탈 위험,-0.8852,1.3261
U001714,0,684,1,21.99,21.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.4975,1.0353
U001715,0,684,1,35.98,35.98,1.0,0.0,0.0,684,휴면·이탈 위험,-1.3348,1.0973
U001716,0,684,1,16.99,16.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.7966,0.8933
U001717,0,684,1,31.48,31.48,1.0,0.0,0.0,684,휴면·이탈 위험,-1.4931,1.0221
U001718,0,684,1,48.98,48.98,0.0,0.0,0.0,684,휴면·이탈 위험,-0.5503,1.4852
U001719,0,684,1,19.99,19.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.6085,0.9826
U001720,0,684,1,16.99,16.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.7966,0.8933
U001721,0,684,1,14.99,14.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.9403,0.825
U001722,0,684,1,48.98,48.98,0.0,0.0,0.0,684,휴면·이탈 위험,-0.5503,1.4852
U001723,2,351,3,103.25,34.4167,0.3333,0.3389,0.0,684,핵심 고객,0.8561,1.7266
U001724,0,684,1,21.99,21.99,0.0,0.0,0.0,684,휴면·이탈 위험,-1.4975,1.0353
U001725,0,684,1,46.97,46.97,0.0,0.0,0.0,684,휴면·이탈 위험,-0.6004,1.4614
U001726,0,616,2,78.96,39.48,0.0,0.2532,0.0,684,휴면·이탈 위험,0.3906,1.8458
U001727,2,452,4,117.95,29.4875,0.0,0.2119,0.0,684,핵심 고객,0.8693,1.8963
U001728,0,684,1,33.28,33.28,1.0,0.0,0.0,684,휴면·이탈 위험,-1.4273,1.0534
U001729,0,684,1,15.29,15.29,1.0,0.0,0.0,684,휴면·이탈 위험,-2.3348,0.6224
U001730,0,683,1,31.98,31.98,0.0,0.0,0.0,683,휴면·이탈 위험,-1.0569,1.2427
U001731,2,418,6,150.69,25.115,0.3333,0.3499,10.0,683,핵심 고객,2.3449,1.2841
U001732,0,683,1,44.97,44.97,0.0,0.0,0.0,683,휴면·이탈 위험,-0.6518,1.4351
U001733,0,683,1,34.98,34.98,0.0,0.0,0.0,683,휴면·이탈 위험,-0.9507,1.2932
U001734,0,683,1,41.98,41.98,0.0,0.0,0.0,683,휴면·이탈 위험,-0.7339,1.3961
U001735,0,683,1,31.98,31.98,0.0,0.0,0.0,683,휴면·이탈 위험,-1.0569,1.2427
U001736,0,683,1,74.97,74.97,0.0,0.3333,0.0,683,휴면·이탈 위험,0.5681,1.9809
U001737,0,683,1,36.98,36.98,0.0,0.0,0.0,683,휴면·이탈 위험,-0.8847,1.3245
U001738,0,683,1,15.29,15.29,1.0,0.0,0.0,683,휴면·이탈 위험,-2.3343,0.6208
U001739,0,577,2,57.98,28.99,0.0,0.0,0.0,683,휴면·이탈 위험,-0.4216,1.4467
U001740,0,683,1,10.79,10.79,1.0,0.0,0.0,683,휴면·이탈 위험,-2.7286,0.4335
U001741,0,559,2,66.97,33.485,0.0,0.3284,0.0,683,휴면·이탈 위험,0.3558,1.7645
U001742,0,683,1,17.99,17.99,1.0,0.0,0.0,683,휴면·이탈 위험,-2.1472,0.7096
U001743,0,683,1,0.0,28.99,0.0,0.0,0.0,683,휴면·이탈 위험,-2.5849,0.4838
U001744,0,683,1,13.49,13.49,1.0,0.0,0.0,683,휴면·이탈 위험,-2.4771,0.553
U001745,0,683,1,28.99,28.99,0.0,0.0,0.0,683,휴면·이탈 위험,-1.1728,1.1877
U001746,0,683,1,31.48,31.48,1.0,0.0,0.0,683,휴면·이탈 위험,-1.4926,1.0205
U001747,0,683,1,0.0,26.99,0.0,0.0,0.0,683,휴면·이탈 위험,-2.6404,0.4581
U001748,0,515,2,76.97,38.485,0.0,0.3896,0.0,683,휴면·이탈 위험,0.6541,1.8525
U001749,0,683,1,24.99,24.99,0.0,0.0,0.0,683,휴면·이탈 위험,-1.3474,1.1048
U001750,0,659,2,63.97,31.985,0.0,0.2343,0.0,683,휴면·이탈 위험,0.0884,1.7423
U001751,0,683,1,13.49,13.49,1.0,0.0,0.0,683,휴면·이탈 위험,-2.4771,0.553
U001752,2,233,5,129.93,25.986,0.0,0.1539,0.0,683,핵심 고객,1.0652,1.6099
U001753,0,683,1,26.09,26.09,1.0,0.0,0.0,683,휴면·이탈 위험,-1.7139,0.9154
U001754,0,683,1,46.98,46.98,0.0,0.0,0.0,683,휴면·이탈 위험,-0.5996,1.4599
U001755,0,683,1,41.38,41.38,1.0,0.0,0.0,683,휴면·이탈 위험,-1.1681,1.1746
U001756,2,538,3,82.97,27.6567,0.0,0.4217,0.0,683,핵심 고객,0.7779,1.9325
U001757,0,683,1,44.08,44.08,1.0,0.0,0.0,683,휴면·이탈 위험,-1.0928,1.2104
U001758,0,683,1,40.48,40.48,1.0,0.0,0.0,683,휴면·이탈 위험,-1.1943,1.1622
U001759,0,683,1,0.0,17.99,1.0,0.0,0.0,683,휴면·이탈 위험,-3.3696,0.1003
U001760,0,683,1,26.99,26.99,1.0,0.0,0.0,683,휴면·이탈 위험,-1.6741,0.9343
U001761,0,683,1,17.99,17.99,0.0,0.0,0.0,683,휴면·이탈 위험,-1.7301,0.923
U001762,2,125,20,1464.52,73.226,0.15,0.7437,0.0,683,핵심 고객,5.3723,3.2276
U001763,0,587,2,31.98,15.99,0.0,0.4687,0.0,683,휴면·이탈 위험,-0.2705,1.481
U001764,0,334,3,81.97,27.3233,0.0,0.0,0.0,683,휴면·이탈 위험,0.1158,1.3845
U001765,0,683,1,17.99,17.99,0.0,0.0,0.0,683,휴면·이탈 위험,-1.7301,0.923
U001766,0,683,1,33.28,33.28,1.0,0.0,0.0,683,휴면·이탈 위험,-1.4268,1.0518
U001767,0,683,1,24.29,24.29,1.0,0.0,0.0,683,휴면·이탈 위험,-1.7978,0.8756
U001768,0,682,1,16.99,16.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.7956,0.8901
U001769,2,63,17,1085.25,63.8382,0.0588,0.654,21.0,682,핵심 고객,6.3276,1.6922
U001770,0,682,1,49.47,49.47,1.0,0.3637,0.0,682,휴면·이탈 위험,-0.2921,1.5522
U001771,0,671,2,72.97,36.485,0.0,0.0,0.0,682,휴면·이탈 위험,-0.1862,1.645
U001772,0,682,1,34.98,34.98,0.0,0.0,0.0,682,휴면·이탈 위험,-0.9502,1.2915
U001773,0,682,1,28.78,28.78,1.0,0.0,0.0,682,휴면·이탈 위험,-1.598,0.9686
U001774,0,682,1,15.99,15.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.8653,0.8569
U001775,0,682,1,16.99,16.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.7956,0.8901
U001776,0,639,2,57.46,28.73,0.5,0.0,0.0,682,휴면·이탈 위험,-0.6666,1.3808
U001777,0,682,1,39.98,39.98,0.0,0.0,0.0,682,휴면·이탈 위험,-0.7915,1.3669
U001778,0,682,1,0.0,26.99,0.0,0.0,0.0,682,휴면·이탈 위험,-2.6399,0.4565
U001779,0,682,1,16.99,16.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.7956,0.8901
U001780,0,682,1,37.78,37.78,1.0,0.0,0.0,682,휴면·이탈 위험,-1.2759,1.1216
U001781,2,445,6,172.91,32.9833,0.3333,0.1601,0.0,682,핵심 고객,1.24,2.0586
U001782,2,178,6,191.7,31.95,0.1667,0.2086,8.0,682,핵심 고객,2.5744,1.0196
U001783,0,659,2,43.98,21.99,0.0,0.3408,0.0,682,휴면·이탈 위험,-0.1606,1.6123
U001784,2,549,3,113.95,37.9833,0.0,0.3333,0.0,682,핵심 고객,0.9898,2.0528
U001785,0,142,2,46.97,23.485,0.0,0.0,6.0,682,휴면·이탈 위험,0.505,0.0637
U001786,2,536,4,118.94,29.735,0.0,0.6807,0.0,682,핵심 고객,1.6904,2.3358
U001787,2,204,6,213.72,35.62,0.1667,0.4444,5.0,682,핵심 고객,2.9283,1.4533
U001788,2,46,4,107.95,26.9875,0.0,0.0,13.0,682,핵심 고객,2.0666,-0.2024
U001789,0,682,1,43.98,43.98,0.0,0.0,0.0,682,휴면·이탈 위험,-0.6779,1.4209
U001790,2,368,5,237.9,47.58,0.0,0.4496,0.0,682,핵심 고객,2.2113,2.3879
U001791,0,682,1,16.99,16.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.7956,0.8901
U001792,0,682,1,44.08,44.08,1.0,0.0,0.0,682,휴면·이탈 위험,-1.0923,1.2088
U001793,2,259,10,463.93,48.991,0.1,0.5264,0.0,682,핵심 고객,3.3371,2.7064
U001794,0,682,1,24.29,24.29,1.0,0.0,0.0,682,휴면·이탈 위험,-1.7973,0.874
U001795,2,344,8,519.23,64.9038,0.125,0.5613,0.0,682,핵심 고객,3.3757,2.8867
U001796,0,682,1,16.99,16.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.7956,0.8901
U001797,0,682,1,26.99,26.99,1.0,0.0,0.0,682,휴면·이탈 위험,-1.6736,0.9327
U001798,0,682,1,13.49,13.49,1.0,0.0,0.0,682,휴면·이탈 위험,-2.4766,0.5514
U001799,2,430,3,74.66,24.8867,0.3333,0.1566,6.0,682,핵심 고객,0.9088,0.8743
U001800,0,682,1,19.99,19.99,0.0,0.0,0.0,682,휴면·이탈 위험,-1.6075,0.9794
U001801,2,527,4,117.94,29.485,0.0,0.5085,0.0,682,핵심 고객,1.3709,2.1916
U001802,0,682,1,14.39,14.39,1.0,0.0,0.0,682,휴면·이탈 위험,-2.4031,0.5863
U001803,0,681,1,21.99,21.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.496,1.0305
U001804,0,681,1,46.98,46.98,0.0,0.0,0.0,681,휴면·이탈 위험,-0.5986,1.4566
U001805,0,681,1,49.98,49.98,0.0,0.0,0.0,681,휴면·이탈 위험,-0.5247,1.4918
U001806,2,268,3,112.95,37.65,0.0,0.531,0.0,681,핵심 고객,1.5209,1.869
U001807,2,530,3,144.93,48.31,0.0,0.1724,0.0,681,핵심 고객,0.9938,2.0496
U001808,0,681,1,36.87,36.87,1.0,0.0,0.0,681,휴면·이탈 위험,-1.3044,1.1062
U001809,0,681,1,26.09,26.09,1.0,0.0,0.0,681,휴면·이탈 위험,-1.7129,0.9122
U001810,0,681,1,79.97,79.97,0.0,0.275,0.0,681,휴면·이탈 위험,0.5405,1.97
U001811,0,681,1,41.98,41.98,0.0,0.0,0.0,681,휴면·이탈 위험,-0.7329,1.3929
U001812,0,398,5,116.94,23.388,0.4,0.2137,0.0,681,휴면·이탈 위험,0.7475,1.7546
U001813,0,487,2,81.17,40.585,0.5,0.0,0.0,681,휴면·이탈 위험,-0.1864,1.4505
U001814,0,383,2,46.98,23.49,0.0,0.5319,0.0,681,휴면·이탈 위험,0.4027,1.5451
U001815,0,681,1,22.49,22.49,1.0,0.0,0.0,681,휴면·이탈 위험,-1.8869,0.8296
U001816,2,568,5,204.91,40.982,0.0,0.0634,0.0,681,핵심 고객,1.2189,2.2059
U001817,0,619,2,33.48,16.74,0.5,0.5971,0.0,681,휴면·이탈 위험,-0.2053,1.5202
U001818,2,214,7,336.84,61.5414,0.0,0.4431,0.0,681,핵심 고객,2.9871,2.4387
U001819,0,681,1,14.99,14.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.9388,0.8202
U001820,0,681,1,28.99,28.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.1718,1.1844
U001821,0,681,1,17.99,17.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.7291,0.9198
U001822,0,681,1,36.98,36.98,0.0,0.0,0.0,681,휴면·이탈 위험,-0.8837,1.3213
U001823,0,681,1,44.98,44.98,0.0,0.0,0.0,681,휴면·이탈 위험,-0.6506,1.432
U001824,0,681,1,28.99,28.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.1718,1.1844
U001825,0,681,1,29.98,29.98,0.0,0.0,0.0,681,휴면·이탈 위험,-1.1322,1.2033
U001826,0,681,1,33.28,33.28,1.0,0.0,0.0,681,휴면·이탈 위험,-1.4258,1.0485
U001827,0,681,1,53.97,53.97,1.0,0.0,0.0,681,휴면·이탈 위험,-0.8499,1.3221
U001828,2,205,5,165.92,43.078,0.2,0.4362,0.0,681,핵심 고객,2.0242,1.9554
U001829,2,496,6,148.42,24.7367,0.1667,0.3367,0.0,681,핵심 고객,1.3174,2.1432
U001830,0,681,1,17.99,17.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.7291,0.9198
U001831,0,681,1,26.98,26.98,1.0,0.4333,0.0,681,휴면·이탈 위험,-0.8842,1.2621
U001832,0,590,2,63.97,31.985,0.0,0.0,0.0,681,휴면·이탈 위험,-0.3103,1.5105
U001833,0,681,1,26.99,26.99,0.0,0.0,0.0,681,휴면·이탈 위험,-1.256,1.1445
U001834,0,640,2,37.98,18.99,0.0,0.0,0.0,681,휴면·이탈 위험,-0.9459,1.2556
U001835,0,680,1,26.99,26.99,0.0,0.0,0.0,680,휴면·이탈 위험,-1.2555,1.1428
U001836,0,680,1,41.98,41.98,0.0,0.0,0.0,680,휴면·이탈 위험,-0.7324,1.3913
U001837,0,680,1,29.68,29.68,1.0,0.3939,0.0,680,휴면·이탈 위험,-0.8432,1.2837
U001838,0,680,1,46.77,46.77,1.0,0.0,0.0,680,휴면·이탈 위험,-1.0206,1.2391
U001839,0,680,1,12.99,12.99,0.0,0.0,0.0,680,휴면·이탈 위험,-2.1013,0.7411
U001840,0,680,1,37.78,37.78,1.0,0.0,0.0,680,휴면·이탈 위험,-1.2749,1.1183
U001841,0,680,1,12.99,12.99,0.0,0.0,0.0,680,휴면·이탈 위험,-2.1013,0.7411
U001842,0,680,1,21.99,21.99,0.0,0.0,0.0,680,휴면·이탈 위험,-1.4955,1.0289
U001843,0,606,2,41.08,20.54,0.5,0.0,0.0,680,휴면·이탈 위험,-1.0486,1.1666
U001844,0,680,1,35.98,35.98,1.0,0.0,0.0,680,휴면·이탈 위험,-1.3329,1.0908
U001845,0,605,2,22.49,18.74,0.5,0.0,0.0,680,휴면·이탈 위험,-1.3605,1.0127
